         5843070 function calls (5703559 primitive calls) in 37.199 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 call_trees.py:42(CallTreeTransformer)
        1    0.000    0.000    0.000    0.000 callbacks.py:1142(EarlyStopping)
        1    0.000    0.000    0.000    0.000 callbacks.py:1263(RemoteMonitor)
        1    0.000    0.000    0.000    0.000 callbacks.py:1319(LearningRateScheduler)
        1    0.000    0.000    0.000    0.000 callbacks.py:1370(TensorBoard)
        1    0.000    0.000    0.016    0.016 callbacks.py:17(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:1738(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 callbacks.py:1861(CSVLogger)
        1    0.000    0.000    0.000    0.000 callbacks.py:1954(LambdaCallback)
        1    0.000    0.000    0.000    0.000 callbacks.py:198(CallbackList)
        1    0.000    0.000    0.000    0.000 callbacks.py:434(Callback)
        1    0.000    0.000    0.000    0.000 callbacks.py:642(BaseLogger)
        1    0.000    0.000    0.000    0.000 callbacks.py:691(TerminateOnNaN)
        1    0.000    0.000    0.000    0.000 callbacks.py:705(ProgbarLogger)
        1    0.000    0.000    0.000    0.000 callbacks.py:784(History)
        1    0.000    0.000    0.000    0.000 callbacks.py:804(ModelCheckpoint)
        1    0.000    0.000    0.000    0.000 callbacks_v1.py:17(<module>)
        1    0.000    0.000    0.000    0.000 callbacks_v1.py:41(TensorBoard)
        1    0.000    0.000    0.010    0.010 candidate_sampling_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 cardinality.py:15(<module>)
        2    0.000    0.000    0.004    0.002 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
       10    0.000    0.000    0.000    0.000 case.py:1333(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1355(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:1364(__init__)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1413(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:341(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 case.py:351(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        3    0.000    0.000    0.000    0.000 case.py:398(__init__)
       18    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 case.py:66(TestCase)
        1    0.000    0.000    0.002    0.002 categorical.py:15(<module>)
        1    0.000    0.000    0.001    0.001 categorical.py:62(Categorical)
        1    0.000    0.000    0.003    0.003 central_storage_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 central_storage_strategy.py:27(CentralStorageStrategy)
        1    0.000    0.000    0.000    0.000 central_storage_strategy.py:55(CentralStorageStrategyV1)
        1    0.000    0.000    0.000    0.000 cfg.py:132(_WalkMode)
        1    0.000    0.000    0.000    0.000 cfg.py:139(GraphVisitor)
        1    0.000    0.000    0.000    0.000 cfg.py:227(GraphBuilder)
        1    0.000    0.000    0.019    0.019 cfg.py:23(<module>)
        1    0.000    0.000    0.000    0.000 cfg.py:44(Node)
        1    0.000    0.000    0.000    0.000 cfg.py:609(AstToCfg)
        1    0.000    0.000    0.000    0.000 cfg.py:82(Graph)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.003    0.003 check_ops.py:16(<module>)
        1    0.000    0.000    0.004    0.004 checkpoint_management.py:17(<module>)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:479(CheckpointManager)
        1    0.000    0.000    0.003    0.003 checkpoint_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 checkpoint_state_pb2.py:5(<module>)
        3    0.000    0.000    0.000    0.000 checkpoint_state_pb2.py:6(<lambda>)
        1    0.000    0.000    0.001    0.001 checkpoint_utils.py:15(<module>)
        1    0.000    0.000    0.001    0.001 cholesky_registrations.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cifar.py:16(<module>)
        1    0.000    0.000    0.001    0.001 cifar10.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cifar100.py:16(<module>)
        1    0.000    0.000    0.000    0.000 class_weight.py:5(<module>)
        1    0.000    0.000    0.000    0.000 classification.py:8(<module>)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1345(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1396(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1401(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1404(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1407(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1412(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1415(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1418(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1433(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1436(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1439(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1442(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1445(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1452(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1457(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:163(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:217(HTTPResponse)
        1    0.000    0.000    0.032    0.032 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:779(HTTPConnection)
        1    0.000    0.000    0.009    0.009 client_lib.py:19(<module>)
        1    0.000    0.000    0.001    0.001 clip_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1035(instance)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1051(_empty_cell_value)
        6    0.000    0.000    0.000    0.000 cloudpickle.py:190(_make__new__factory)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:253(CloudPickler)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:42(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:82(_make_cell_set_template_code)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:14(CloudpickledObjectWrapper)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:35(CallableObjectWrapper)
        1    0.000    0.000    0.006    0.006 cluster.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cluster.py:29(Cluster)
        1    0.000    0.000    0.001    0.001 cluster_pb2.py:4(<module>)
        5    0.000    0.000    0.000    0.000 cluster_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 cluster_pb2.py:5(<module>)
        5    0.000    0.000    0.000    0.000 cluster_pb2.py:6(<lambda>)
        1    0.000    0.000    0.003    0.003 cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:181(SimpleClusterResolver)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:282(UnionClusterResolver)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:65(ClusterResolver)
        1    0.000    0.000    0.004    0.004 clustering_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 clustering_ops.py:538(_InitializeClustersOpFactory)
        1    0.000    0.000    0.000    0.000 clustering_ops.py:56(KMeans)
        1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.001    0.001 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.001    0.001 code.py:3(<module>)
        1    0.000    0.000    0.000    0.000 code_gen.py:142(SourceGenerator)
        1    0.000    0.000    0.008    0.008 code_gen.py:18(<module>)
        1    0.000    0.000    0.000    0.000 code_gen.py:69(precedence_setter)
        1    0.000    0.000    0.000    0.000 code_gen.py:95(Delimit)
        3    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       32    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.001    0.001 collective_all_reduce_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:48(CollectiveAllReduceStrategy)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:83(CollectiveAllReduceStrategyV1)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:98(CollectiveAllReduceExtended)
        1    0.000    0.000    0.004    0.004 collective_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 command_name.py:15(<module>)
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:122(OdeSolution)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.005    0.005 common_shapes.py:15(<module>)
      168    0.001    0.000    0.034    0.000 common_shapes.py:31(has_fully_defined_shape)
        1    0.000    0.000    0.000    0.000 compare.py:257(ProtoAssertions)
        1    0.000    0.000    0.000    0.000 compare.py:59(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:19(<module>)
        1    0.000    0.000    0.001    0.001 compat.py:28(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
      337    0.002    0.000    0.002    0.000 compat.py:33(forward_compatible)
    16036    0.103    0.000    0.181    0.000 compat.py:42(as_bytes)
        1    0.000    0.000    0.000    0.000 compat.py:48(_fscodec)
    25133    0.080    0.000    0.117    0.000 compat.py:68(as_text)
        1    0.000    0.000    0.003    0.003 compat.py:7(<module>)
        1    0.000    0.000    0.000    0.000 compat_internal.py:15(<module>)
        1    0.000    0.000    0.002    0.002 compat_posix.py:7(<module>)
        1    0.000    0.000    0.012    0.012 compilation_result_pb2.py:5(<module>)
        3    0.000    0.000    0.000    0.000 compilation_result_pb2.py:6(<lambda>)
        1    0.000    0.000    0.017    0.017 compiler.py:18(<module>)
        1    0.000    0.000    0.002    0.002 composite_tensor.py:15(<module>)
        1    0.000    0.000    0.000    0.000 composite_tensor.py:29(CompositeTensor)
        1    0.000    0.000    0.000    0.000 composite_tensor_utils.py:15(<module>)
        1    0.000    0.000    0.005    0.005 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        1    0.000    0.000    0.001    0.001 compressor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 compressor.py:100(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:118(BZ2CompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:123(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:155(LZMACompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:160(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:193(XZCompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:198(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:213(LZ4CompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:218(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:256(BinaryZlibFile)
        6    0.000    0.000    0.000    0.000 compressor.py:48(register_compressor)
        1    0.000    0.000    0.000    0.000 compressor.py:566(ZlibCompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:568(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:573(BinaryGzipFile)
        1    0.000    0.000    0.000    0.000 compressor.py:590(GzipCompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:592(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:84(CompressorWrapper)
        1    0.000    0.000    0.000    0.000 conditional_expressions.py:15(<module>)
        1    0.000    0.000    0.000    0.000 conditional_expressions.py:25(ConditionalExpressionTransformer)
        2    0.000    0.000    0.002    0.001 config.py:15(<module>)
        2    0.000    0.000    0.000    0.000 config.py:32(_internal_name)
        1    0.001    0.001    0.025    0.025 config_pb2.py:4(<module>)
       19    0.000    0.000    0.000    0.000 config_pb2.py:5(<lambda>)
        1    0.001    0.001    0.016    0.016 config_pb2.py:5(<module>)
       19    0.000    0.000    0.000    0.000 config_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:15(<module>)
        1    0.000    0.000    0.001    0.001 connection.py:10(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 connection.py:422(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:569(SocketListener)
        1    0.000    0.000    0.000    0.000 connection.py:754(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:776(XmlListener)
        1    0.000    0.000    0.023    0.023 constant_op.py:18(<module>)
     1293    0.011    0.000    3.318    0.003 constant_op.py:183(constant)
